100,0.8452787399291992
100,0.09426212310791016
100,0.0957486629486084
1000,0.08880949020385742
1000,0.0952904224395752
1000,0.10126662254333496
10000,0.09151124954223633
10000,0.09625649452209473
10000,0.09427118301391602
100000,0.11721134185791016
100000,0.12715578079223633
100000,0.11421942710876465
1000000,0.2528696060180664
1000000,0.2379302978515625
1000000,0.225419282913208
10000000,1.387265682220459
10000000,1.216951608657837
10000000,1.2886266708374023
100000000,16.663880586624146
10000,0.7950992584228516
10000,0.1063845157623291
10000,0.11436605453491211
100000,0.1292731761932373
100000,0.12215900421142578
100000,0.12711000442504883
1000000,0.25960731506347656
1000000,0.24370193481445312
1000000,0.24013233184814453
10000000,1.3360464572906494
10000000,1.4298200607299805
10000000,1.1980094909667969
100000000,35.398345947265625
100000000,21.272795915603638
100000000,16.02314591407776
